company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
Bitbucket,SaaS Security Architect,SaaS Security,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-saas-security-architect-bitbucket-jobs.html,2025-11-30,"cloud app security, saas security, llm compliance"
Asana,Security Software Engineer,SSPM,"New York, NY",0.85,Indeed,https://www.indeed.com/q-security-software-engineer-asana-jobs.html,2025-11-27,"saas risk, shadow it, genai security"
Dropbox,Security Posture Analyst,SSPM,"Boston, MA",0.8,Indeed,https://www.indeed.com/q-security-posture-analyst-dropbox-jobs.html,2025-12-02,"sanctioned it, cloud governance"
Zendesk,Cloud Security Engineer,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-cloud-security-engineer-zendesk-jobs.html,2025-11-30,"saas security posture, ai agent security"
Cylance,Security Manager,SSPM,"New York, NY",0.85,Indeed,https://www.indeed.com/q-security-manager-cylance-jobs.html,2025-11-30,"sanctioned it, ai policy, saas posture management"
Mimecast,AppSec Engineer,SaaS Security,Remote,0.8,Indeed,https://www.indeed.com/q-appsec-engineer-mimecast-jobs.html,2025-12-01,"ai policy, cloud application security"
Zscaler,Application Security Engineer,SSPM,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-application-security-engineer-zscaler-jobs.html,2025-11-30,"security posture management, cloud application security"
AT&T,Director of Security,SaaS Compliance,"San Francisco, CA",0.8,Indeed,https://www.indeed.com/q-director-of-security-at&t-jobs.html,2025-11-26,"cloud compliance, sanctioned it, ai governance"
Zendesk,VP of Security,AI Agent Security,"London, UK",0.85,Indeed,https://www.indeed.com/q-vp-of-security-zendesk-jobs.html,2025-11-27,"autonomous agent security, genai security, generative ai compliance, cloud governance"
eBay,Security Compliance Manager,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-security-compliance-manager-ebay-jobs.html,2025-11-27,"ai compliance, saas security posture, security posture management, saas posture management"
Verizon,Compliance Engineer,SaaS Compliance,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-compliance-engineer-verizon-jobs.html,2025-11-29,"generative ai compliance, cloud compliance, ai security, sanctioned it, saas governance"
ExxonMobil,Security Posture Analyst,SSPM,"Denver, CO",0.85,Indeed,https://www.indeed.com/q-security-posture-analyst-exxonmobil-jobs.html,2025-11-29,"llm compliance, cloud governance, cloud compliance, saas audit, security posture management"
SailPoint,Principal Security Engineer,SSPM,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-principal-security-engineer-sailpoint-jobs.html,2025-12-01,"saas posture management, llm compliance"
Microsoft,Principal Security Engineer,SaaS Security,"San Francisco, CA",0.8,Indeed,https://www.indeed.com/q-principal-security-engineer-microsoft-jobs.html,2025-11-28,"genai security, cloud app security"
Databricks,Cloud Posture Engineer,SaaS Security,"Boston, MA",0.85,Indeed,https://www.indeed.com/q-cloud-posture-engineer-databricks-jobs.html,2025-12-02,"cloud app security, genai security, saas governance, ai policy, ai governance"
BP,Security Manager,SaaS Compliance,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-security-manager-bp-jobs.html,2025-11-27,"ai policy, cloud application security, saas compliance"
Ermetic,SaaS Security Architect,SSPM,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-saas-security-architect-ermetic-jobs.html,2025-11-29,"sspm, saas audit, saas security posture, ai agent risk, ai policy"
Barracuda,Threat Detection Engineer,SaaS Security,"London, UK",0.85,Indeed,https://www.indeed.com/q-threat-detection-engineer-barracuda-jobs.html,2025-11-30,"cloud compliance, ai agent risk, genai security, cloud governance"
Okta,Threat Detection Engineer,SaaS Compliance,"London, UK",0.85,Indeed,https://www.indeed.com/q-threat-detection-engineer-okta-jobs.html,2025-12-01,"llm compliance, saas compliance, ai agent risk, ai governance"
Mimecast,Security Posture Analyst,SaaS Security,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-security-posture-analyst-mimecast-jobs.html,2025-11-30,"saas compliance, ai security, saas security posture, ai compliance, sanctioned it"
ConocoPhillips,Security Compliance Manager,SSPM,"Austin, TX",0.85,Indeed,https://www.indeed.com/q-security-compliance-manager-conocophillips-jobs.html,2025-11-25,"security posture management, ai security"
Arctic Wolf,Machine Learning Security Engineer,AI Compliance,Remote,0.8,Indeed,https://www.indeed.com/q-machine-learning-security-engineer-arctic-wolf-jobs.html,2025-12-01,"llm compliance, ai agent risk, ai compliance"
Tanium,Security Software Engineer,SaaS Compliance,Hybrid - Bay Area,0.85,Indeed,https://www.indeed.com/q-security-software-engineer-tanium-jobs.html,2025-11-30,"saas governance, cloud compliance, cloud governance"
JPMorgan,Director of Security,SaaS Security,"Denver, CO",0.9,Indeed,https://www.indeed.com/q-director-of-security-jpmorgan-jobs.html,2025-11-26,"saas compliance, autonomous agent security, cloud application security, llm security"
Canonical,AppSec Engineer,AI Compliance,Remote,0.9,Indeed,https://www.indeed.com/q-appsec-engineer-canonical-jobs.html,2025-11-29,"ai governance, generative ai compliance, llm security"
ServiceNow,Cloud Security Analyst,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-cloud-security-analyst-servicenow-jobs.html,2025-11-30,"shadow it, saas security"
KPMG,SSPM Engineer,SaaS Compliance,"London, UK",0.85,Indeed,https://www.indeed.com/q-sspm-engineer-kpmg-jobs.html,2025-11-29,"saas security, ai policy, saas governance, ai compliance, shadow it"
Box,AI Agent Security Engineer,SSPM,"Toronto, Canada",0.85,Indeed,https://www.indeed.com/q-ai-agent-security-engineer-box-jobs.html,2025-11-28,"sspm, ai governance, ai security, autonomous agent security, cloud app security"
eBay,Compliance Engineer,SSPM,"New York, NY",0.85,Indeed,https://www.indeed.com/q-compliance-engineer-ebay-jobs.html,2025-11-29,"security posture management, saas audit"
Area 1,SOC Analyst,AI Agent Security,"New York, NY",0.7,Indeed,https://www.indeed.com/q-soc-analyst-area-1-jobs.html,2025-11-29,"ai security, ai agent risk"
Netflix,GRC Analyst,SSPM,"San Francisco, CA",0.85,Indeed,https://www.indeed.com/q-grc-analyst-netflix-jobs.html,2025-12-02,"security posture management, cloud governance, cloud compliance, saas security posture, ai governance"
Proofpoint,Application Security Engineer,SSPM,Remote,0.85,Indeed,https://www.indeed.com/q-application-security-engineer-proofpoint-jobs.html,2025-11-28,"ai governance, security posture management"
Carbon Black,AI Security Engineer,SaaS Security,Remote,0.85,Indeed,https://www.indeed.com/q-ai-security-engineer-carbon-black-jobs.html,2025-11-29,"ai security, autonomous agent security, ai compliance, saas security posture"
American Express,SSPM Product Manager,SaaS Security,Remote (US),0.9,Indeed,https://www.indeed.com/q-sspm-product-manager-american-express-jobs.html,2025-11-28,"cloud application security, ai agent risk, saas security, saas risk"
Bitbucket,SaaS Security Engineer,SaaS Security,"Seattle, WA",0.85,Indeed,https://www.indeed.com/q-saas-security-engineer-bitbucket-jobs.html,2025-11-28,"saas security, cloud app security"
PagerDuty,Security Analyst,SSPM,Remote (US),0.85,Indeed,https://www.indeed.com/q-security-analyst-pagerduty-jobs.html,2025-12-01,"saas posture management, security posture management"
Box,Security Posture Analyst,AI Agent Security,"Seattle, WA",0.7,Indeed,https://www.indeed.com/q-security-posture-analyst-box-jobs.html,2025-12-02,"ai policy, ai agent security"
Humana,Principal Security Engineer,SaaS Security,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=principal-security-engineer,2025-11-28,"saas security, ai policy, sanctioned it, ai security"
UnitedHealth,Staff Security Engineer,SaaS Compliance,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=staff-security-engineer,2025-11-25,"saas risk, cloud compliance, ai governance"
Orca Security,Threat Detection Engineer,SaaS Security,"Boston, MA",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=threat-detection-engineer,2025-11-25,"cloud governance, ai agent risk, ai compliance"
Atlassian,Security Manager,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-manager,2025-11-26,"cloud app security, cloud compliance"
Confluent,SOC Analyst,SSPM,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-11-30,"saas audit, cloud application security"
Intercom,Cloud Posture Engineer,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-posture-engineer,2025-11-27,"llm compliance, ai agent security, saas audit, saas compliance, security posture management"
Amplitude,CISO,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ciso,2025-11-28,"saas security posture, autonomous agent security"
BeyondTrust,Security Compliance Manager,SaaS Security,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-compliance-manager,2025-11-25,"saas security, ai agent security, ai agent risk, saas risk"
American Express,GRC Analyst,SSPM,"New York, NY",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=grc-analyst,2025-11-28,"ai agent risk, security posture management, saas audit, saas risk"
Arctic Wolf,Cloud Security Analyst,SSPM,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-analyst,2025-11-30,"cloud application security, saas security posture, ai governance, saas risk, sspm"
PayPal,Cloud Security Architect,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-architect,2025-11-28,"security posture management, ai agent risk, saas security posture, shadow it, sanctioned it"
PagerDuty,Security Software Engineer,SaaS Compliance,Remote (US),0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-software-engineer,2025-11-25,"ai compliance, shadow it, generative ai compliance, saas audit"
SendGrid,SSPM Engineer,AI Agent Security,"London, UK",0.7,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=sspm-engineer,2025-11-25,"ai policy, autonomous agent security"
Palo Alto Networks,Security Auditor,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-auditor,2025-11-26,"ai compliance, llm compliance, shadow it, sanctioned it, cloud compliance"
Target,Security Operations Engineer,AI Compliance,"Seattle, WA",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-operations-engineer,2025-12-01,"ai policy, llm compliance, ai governance"
Target,CISO,SSPM,"Austin, TX",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ciso,2025-12-01,"saas risk, saas security posture, ai policy"
Lacework,AI Agent Security Engineer,SaaS Compliance,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-agent-security-engineer,2025-11-27,"saas audit, ai governance, ai agent risk, saas compliance"
Darktrace,SOC Analyst,SSPM,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-11-30,"saas compliance, sspm, sanctioned it"
Deloitte,Incident Response Engineer,AI Agent Security,"Denver, CO",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=incident-response-engineer,2025-11-30,"autonomous agent security, ai agent security, cloud compliance, ai security"
Stripe,Director of Security,SaaS Security,"Boston, MA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=director-of-security,2025-12-02,"saas risk, autonomous agent security"
T-Mobile,SaaS Security Posture Manager,SSPM,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=saas-security-posture-manager,2025-12-02,"ai governance, sspm, cloud compliance, saas governance"
Qualys,VP of Security,SSPM,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=vp-of-security,2025-11-26,"saas posture management, saas security"
Abnormal Security,GRC Analyst,SaaS Security,Remote (US),0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=grc-analyst,2025-11-30,"ai compliance, saas security, saas security posture, ai agent security"
Vonage,AI Security Engineer,AI Compliance,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-11-27,"shadow it, generative ai compliance, ai governance"
Databricks,Compliance Engineer,SSPM,"Toronto, Canada",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=compliance-engineer,2025-11-30,"sspm, saas governance, saas security"
IBM,SOC Analyst,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-12-02,"shadow it, ai compliance, saas governance, saas posture management"
PayPal,Cloud Security Engineer,SSPM,"Seattle, WA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=cloud-security-engineer,2025-11-28,"autonomous agent security, saas posture management, cloud compliance"
Ermetic,Security Auditor,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-auditor,2025-11-30,"security posture management, sspm, genai security"
Dropbox,SOC Analyst,SaaS Security,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=soc-analyst,2025-11-26,"saas security, ai policy, cloud compliance, sanctioned it"
AT&T,AI Security Engineer,SaaS Security,"Boston, MA",0.7,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-security-engineer,2025-11-29,"genai security, saas audit"
Armis,Security Software Engineer,SSPM,"San Francisco, CA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-software-engineer,2025-11-26,"generative ai compliance, security posture management, saas governance"
UiPath,Machine Learning Security Engineer,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=machine-learning-security-engineer,2025-11-25,"genai security, security posture management, saas compliance, cloud app security"
HubSpot,GRC Analyst,SSPM,Remote,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=grc-analyst,2025-12-01,"saas compliance, saas posture management, autonomous agent security"
BP,Compliance Engineer,SSPM,"Denver, CO",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=compliance-engineer,2025-11-27,"saas security, sspm"
Trend Micro,Security Auditor,SaaS Compliance,"Toronto, Canada",0.9,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-auditor,2025-11-26,"ai governance, saas compliance, llm compliance, cloud compliance, saas security posture"
ConocoPhillips,Staff Security Engineer,SaaS Security,"Seattle, WA",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=staff-security-engineer,2025-11-27,"ai security, ai policy, shadow it, cloud governance"
HubSpot,AI Agent Security Engineer,SSPM,"London, UK",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=ai-agent-security-engineer,2025-11-30,"llm security, saas governance, genai security, sspm, ai security"
Automation Anywhere,Security Posture Analyst,SSPM,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=security-posture-analyst,2025-11-25,"cloud compliance, ai compliance, ai agent risk, cloud governance, security posture management"
Redis,AppSec Engineer,SSPM,Hybrid - Bay Area,0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=appsec-engineer,2025-11-30,"cloud app security, shadow it, saas governance"
Tanium,GRC Analyst,SSPM,"Boston, MA",0.85,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=grc-analyst,2025-11-26,"saas security posture, autonomous agent security, cloud governance"
Aqua Security,Risk Manager,SaaS Security,Remote (US),0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=risk-manager,2025-11-30,"sanctioned it, saas audit, ai security, ai compliance"
Accenture,SaaS Security Architect,SaaS Security,"Denver, CO",0.8,Remote Rocketship,https://www.remoterocketship.com/jobs/search?q=saas-security-architect,2025-11-26,"llm compliance, sanctioned it, ai agent security, shadow it"
